1/2-SBSRNA4 	 3
A1BG 	 4
A1BG-AS1 	 0
A1CF 	 0
A2LD1 	 0
A2M 	 0
A2ML1 	 0
A2MP1 	 0
A4GALT 	 0
A4GNT 	 0
AA06 	 0
AAA1 	 0
AAAS 	 0
AACS 	 21
AACSP1 	 0
AADAC 	 0
AADACL2 	 0
AADACL3 	 0
AADACL4 	 0
AADAT 	 49
AAGAB 	 1
AAK1 	 21
AAMP 	 1
AANAT 	 0
AARS 	 113
AARS2 	 5
AARSD1 	 4
AASDH 	 42
AASDHPPT 	 134
AASS 	 31
AATF 	 0
AATK 	 27
AATK-AS1 	 0
ABAT 	 368
ABCA1 	 0
ABCA10 	 0
ABCA11P 	 11
ABCA12 	 0
ABCA13 	 0
ABCA17P 	 1
ABCA2 	 0
ABCA3 	 0
ABCA4 	 0
ABCA5 	 624
ABCA6 	 0
ABCA7 	 0
ABCA8 	 0
ABCA9 	 0
ABCB1 	 0
ABCB10 	 0
ABCB11 	 0
ABCB4 	 0
ABCB5 	 0
ABCB6 	 0
ABCB7 	 0
ABCB8 	 43
ABCB9 	 44
ABCC1 	 0
ABCC10 	 0
ABCC11 	 0
ABCC12 	 0
ABCC13 	 0
ABCC2 	 0
ABCC3 	 0
ABCC4 	 0
ABCC5 	 62
ABCC6 	 0
ABCC6P1 	 0
ABCC6P2 	 0
ABCC8 	 0
ABCC9 	 0
ABCD1 	 1
ABCD2 	 0
ABCD3 	 0
ABCD4 	 0
ABCE1 	 80
ABCF1 	 0
ABCF2 	 97
ABCF3 	 12
ABCG1 	 22
ABCG2 	 0
ABCG4 	 0
ABCG5 	 0
ABCG8 	 0
ABHD1 	 0
ABHD10 	 62
ABHD11 	 23
ABHD11-AS1 	 0
ABHD12 	 0
ABHD12B 	 0
ABHD13 	 0
ABHD14A 	 2
ABHD14A-ACY1 	 0
ABHD14B 	 0
ABHD15 	 0
ABHD16A 	 0
ABHD16B 	 0
ABHD2 	 78
ABHD3 	 0
ABHD4 	 1
ABHD5 	 0
ABHD6 	 0
ABHD8 	 0
ABI1 	 673
ABI2 	 449
ABI3 	 0
ABI3BP 	 0
ABL1 	 458
ABL2 	 0
ABLIM1 	 100
ABLIM2 	 151
ABLIM3 	 1
ABO 	 0
ABP1 	 0
ABR 	 1109
ABRA 	 0
ABT1 	 38
ABTB1 	 0
ABTB2 	 0
ACAA1 	 0
ACAA2 	 5
ACACA 	 360
ACACB 	 90
ACAD10 	 0
ACAD11 	 0
ACAD8 	 211
ACAD9 	 48
ACADL 	 17
ACADM 	 119
ACADS 	 0
ACADSB 	 56
ACADVL 	 142
ACAN 	 0
ACAP1 	 0
ACAP2 	 300
ACAP3 	 0
ACAT1 	 186
ACAT2 	 4
ACBD3 	 0
ACBD4 	 0
ACBD5 	 10
ACBD6 	 0
ACBD7 	 0
ACCN1 	 0
ACCN2 	 65
ACCN3 	 0
ACCN4 	 38
ACCN5 	 0
ACCS 	 0
ACCSL 	 0
ACD 	 54
ACE 	 0
ACE2 	 0
ACER1 	 0
ACER2 	 0
ACER3 	 0
ACHE 	 5
ACIN1 	 19
ACLY 	 22
ACMSD 	 0
ACN9 	 0
ACO1 	 0
ACO2 	 167
ACOT1 	 0
ACOT11 	 0
ACOT12 	 0
ACOT13 	 23
ACOT2 	 0
ACOT4 	 0
ACOT6 	 0
ACOT7 	 127
ACOT8 	 0
ACOT9 	 0
ACOX1 	 51
ACOX2 	 0
ACOX3 	 0
ACOXL 	 0
ACP1 	 1
ACP2 	 0
ACP5 	 0
ACP6 	 0
ACPL2 	 0
ACPP 	 0
ACPT 	 0
ACR 	 0
ACRBP 	 0
ACRC 	 0
ACRV1 	 1
ACSBG1 	 0
ACSBG2 	 0
ACSF2 	 0
ACSF3 	 0
ACSL1 	 0
ACSL3 	 80
ACSL4 	 39
ACSL5 	 0
ACSL6 	 56
ACSM1 	 0
ACSM2A 	 0
ACSM2B 	 0
ACSM3 	 0
ACSM4 	 0
ACSM5 	 0
ACSS1 	 0
ACSS2 	 0
ACSS3 	 0
ACTA1 	 0
ACTA2 	 0
ACTB 	 809
ACTBL2 	 0
ACTC1 	 0
ACTG1 	 998
ACTG2 	 0
ACTL10 	 0
ACTL6A 	 43
ACTL6B 	 16
ACTL7A 	 0
ACTL7B 	 0
ACTL8 	 0
ACTL9 	 0
ACTN1 	 0
ACTN2 	 0
ACTN3 	 0
ACTN4 	 0
ACTR10 	 573
ACTR1A 	 109
ACTR1B 	 0
ACTR2 	 156
ACTR3 	 0
ACTR3B 	 0
ACTR3BP2 	 0
ACTR3BP5 	 0
ACTR3C 	 0
ACTR5 	 0
ACTR6 	 46
ACTR8 	 256
ACTRT1 	 0
ACTRT2 	 0
ACVR1 	 6
ACVR1B 	 0
ACVR1C 	 0
ACVR2A 	 239
ACVR2B 	 5
ACVRL1 	 0
ACY1 	 0
ACY3 	 0
ACYP1 	 19
ACYP2 	 76
ADA 	 0
ADAD1 	 0
ADAD2 	 0
ADAL 	 0
ADAM1 	 0
ADAM10 	 106
ADAM11 	 20
ADAM12 	 0
ADAM15 	 0
ADAM17 	 46
ADAM18 	 0
ADAM19 	 0
ADAM2 	 0
ADAM20 	 0
ADAM21 	 0
ADAM21P1 	 0
ADAM22 	 2
ADAM23 	 0
ADAM28 	 0
ADAM29 	 0
ADAM30 	 0
ADAM32 	 6
ADAM33 	 0
ADAM3A 	 0
ADAM5P 	 0
ADAM6 	 0
ADAM7 	 0
ADAM8 	 1
ADAM9 	 0
ADAMDEC1 	 0
ADAMTS1 	 0
ADAMTS10 	 0
ADAMTS12 	 0
ADAMTS13 	 0
ADAMTS14 	 0
ADAMTS15 	 0
ADAMTS16 	 0
ADAMTS17 	 0
ADAMTS18 	 0
ADAMTS19 	 0
ADAMTS2 	 0
ADAMTS20 	 0
ADAMTS3 	 0
ADAMTS4 	 0
ADAMTS5 	 0
ADAMTS6 	 0
ADAMTS7 	 0
ADAMTS8 	 0
ADAMTS9 	 0
ADAMTS9-AS2 	 0
ADAMTSL1 	 0
ADAMTSL2 	 0
ADAMTSL3 	 0
ADAMTSL4 	 0
ADAMTSL5 	 0
ADAP1 	 0
ADAP2 	 0
ADAR 	 46
ADARB1 	 2
ADARB2 	 35
ADARB2-AS1 	 0
ADAT1 	 0
ADAT2 	 55
ADAT3 	 0
ADC 	 0
ADCK1 	 0
ADCK2 	 0
ADCK3 	 36
ADCK4 	 0
ADCK5 	 0
ADCY1 	 0
ADCY10 	 0
ADCY2 	 421
ADCY3 	 1
ADCY4 	 0
ADCY5 	 10
ADCY6 	 0
ADCY7 	 0
ADCY8 	 0
ADCY9 	 0
ADCYAP1 	 0
ADCYAP1R1 	 24
ADD1 	 45
ADD2 	 5
ADD3 	 2
ADGB 	 0
ADH1A 	 0
ADH1B 	 0
ADH1C 	 0
ADH4 	 0
ADH5 	 14
ADH6 	 0
ADH7 	 0
ADHFE1 	 7
ADI1 	 2
ADIG 	 0
ADIPOQ 	 0
ADIPOR1 	 0
ADIPOR2 	 2
ADK 	 20
ADM 	 0
ADM2 	 0
ADNP 	 90
ADNP2 	 21
ADO 	 2
ADORA1 	 0
ADORA2A 	 1
ADORA2B 	 0
ADORA3 	 0
ADPGK 	 0
ADPRH 	 0
ADPRHL1 	 0
ADPRHL2 	 0
ADRA1A 	 0
ADRA1B 	 0
ADRA1D 	 0
ADRA2A 	 0
ADRA2B 	 0
ADRA2C 	 0
ADRB1 	 0
ADRB2 	 0
ADRB3 	 0
ADRBK1 	 0
ADRBK2 	 155
ADRM1 	 3
ADSL 	 0
ADSS 	 0
ADSSL1 	 0
ADTRP 	 0
AEBP1 	 0
AEBP2 	 338
AEN 	 0
AES 	 46
AFAP1 	 21
AFAP1-AS1 	 0
AFAP1L1 	 0
AFAP1L2 	 0
AFF1 	 0
AFF2 	 87
AFF3 	 0
AFF4 	 18
AFG3L1P 	 48
AFG3L2 	 0
AFM 	 0
AFMID 	 142
AFP 	 0
AFTPH 	 64
AGA 	 0
AGAP1 	 11
AGAP11 	 0
AGAP2 	 0
AGAP3 	 9
AGAP4 	 0
AGAP5 	 0
AGAP6 	 0
AGAP7 	 0
AGAP8 	 0
AGAP9 	 0
AGBL1 	 0
AGBL2 	 0
AGBL3 	 5
AGBL4 	 10
AGBL5 	 0
AGFG1 	 0
AGFG2 	 0
AGGF1 	 54
AGK 	 17
AGL 	 294
AGMAT 	 4
AGMO 	 0
AGPAT1 	 1
AGPAT2 	 1
AGPAT3 	 252
AGPAT4 	 17
AGPAT4-IT1 	 235
AGPAT5 	 0
AGPAT6 	 23
AGPAT9 	 0
AGPHD1 	 0
AGPS 	 2
AGR2 	 0
AGR3 	 0
AGRN 	 0
AGRP 	 0
AGT 	 0
AGTPBP1 	 99
AGTR1 	 0
AGTR2 	 0
AGTRAP 	 0
AGXT 	 0
AGXT2 	 0
AGXT2L1 	 0
AGXT2L2 	 0
AHCTF1 	 30
AHCY 	 0
AHCYL1 	 260
AHCYL2 	 0
AHDC1 	 0
AHI1 	 191
AHNAK 	 0
AHNAK2 	 17
AHR 	 14
AHRR 	 0
AHSA1 	 74
AHSA2 	 21
AHSG 	 0
AHSP 	 0
AICDA 	 0
AIDA 	 10
AIF1 	 0
AIF1L 	 0
AIFM1 	 0
AIFM2 	 0
AIFM3 	 0
AIG1 	 0
AIM1 	 0
AIM1L 	 0
AIM2 	 0
AIMP1 	 46
AIMP2 	 0
AIP 	 0
AIPL1 	 0
AIRE 	 0
